"날짜","종가","시가","고가","저가","거래량","변동 %"
"2011- 10- 01","33.07","29.91","35.36","28.64","44.14M","9.76%"
"2011- 09- 01","30.13","33.83","34.10","29.11","52.55M","-11.33%"
"2011- 08- 01","33.98","37.61","37.66","31.37","73.23M","-8.58%"
"2011- 07- 01","37.17","38.02","38.52","35.98","25.33M","-2.39%"
"2011- 06- 01","38.08","38.39","38.41","35.75","49.39M","-1.22%"
"2011- 05- 01","38.55","39.83","39.94","36.56","35.72M","-2.70%"
"2011- 04- 01","39.62","37.42","39.79","36.65","53.93M","6.19%"
"2011- 03- 01","37.31","38.39","38.43","33.98","45.08M","-2.53%"
"2011- 02- 01","38.28","37.42","38.50","37.12","32.79M","3.66%"
"2011- 01- 01","36.93","36.42","37.55","35.27","44.69M","2.16%"
"2010- 12- 01","36.15","34.89","37.05","34.84","28.58M","5.83%"
"2010- 11- 01","34.16","35.94","37.50","34.00","23.52M","-4.90%"
"2010- 10- 01","35.92","34.92","36.58","34.28","22.13M","4.06%"
"2010- 09- 01","34.52","32.28","35.10","32.18","24.20M","9.66%"
"2010- 08- 01","31.48","33.34","33.92","30.76","26.08M","-3.58%"
"2010- 07- 01","32.65","29.57","33.14","29.14","27.15M","11.66%"
"2010- 06- 01","29.24","29.57","31.79","28.45","42.79M","-1.81%"
"2010- 05- 01","29.78","33.75","33.99","26.98","48.92M","-11.53%"
"2010- 04- 01","33.66","34.98","35.90","33.22","32.55M","-2.77%"
"2010- 03- 01","34.62","32.67","34.94","32.51","26.19M","6.26%"
"2010- 02- 01","32.58","32.88","33.60","30.83","21.18M","0.74%"
"2010- 01- 01","32.34","35.18","35.84","32.34","21.50M","-5.44%"
"2009- 12- 01","34.20","35.41","36.10","33.99","19.55M","-1.50%"
"2009- 11- 01","34.72","33.66","36.10","33.04","18.90M","4.11%"
"2009- 10- 01","33.35","34.08","36.01","32.84","24.45M","-2.77%"
"2009- 09- 01","34.30","32.72","35.25","31.96","26.17M","3.94%"
"2009- 08- 01","33.00","32.16","34.27","31.00","13.07M","4.50%"
"2009- 07- 01","31.58","29.15","31.74","27.24","19.65M","10.57%"
"2009- 06- 01","28.56","29.66","30.08","27.70","16.70M","-1.82%"
"2009- 05- 01","29.09","25.83","29.09","25.71","21.33M","13.06%"
"2009- 04- 01","25.73","22.84","26.17","22.82","33.34M","11.82%"
"2009- 03- 01","23.01","20.95","24.85","19.27","33.71M","8.33%"
"2009- 02- 01","21.24","22.75","25.03","21.03","22.29M","-10.08%"
"2009- 01- 01","23.62","27.36","27.83","22.65","25.49M","-14.02%"
"2008- 12- 01","27.47","25.20","28.60","23.75","72.34M","5.29%"
"2008- 11- 01","26.09","27.76","29.92","22.30","27.08M","-6.62%"
"2008- 10- 01","27.94","34.79","35.22","23.50","26.85M","-20.56%"
"2008- 09- 01","35.17","40.22","40.22","32.78","15.80M","-11.59%"
"2008- 08- 01","39.78","41.37","41.61","38.50","16.06M","-4.01%"
"2008- 07- 01","41.44","42.21","43.04","40.07","21.03M","-3.47%"
"2008- 06- 01","42.93","48.25","48.25","42.26","6.72M","-8.68%"
"2008- 05- 01","47.01","46.56","48.29","46.12","5.55M","1.21%"
"2008- 04- 01","46.45","44.37","47.53","44.37","7.47M","5.38%"
"2008- 03- 01","44.08","43.92","45.15","41.51","7.37M","0.34%"
"2008- 02- 01","43.93","45.40","45.64","41.61","7.75M","-1.01%"
"2008- 01- 01","44.38","48.27","56.11","40.15","8.56M","-7.39%"
"2007- 12- 01","47.92","50.45","51.53","47.50","7.61M","-4.90%"
"2007- 11- 01","50.39","51.55","51.55","47.81","6.60M","-3.76%"
"2007- 10- 01","52.36","50.14","52.60","49.39","7.56M","4.43%"
"2007- 09- 01","50.14","47.62","50.31","46.36","3.64M","4.76%"
"2007- 08- 01","47.86","47.68","49.00","43.69","6.12M","-0.08%"
