"날짜","종가","시가","고가","저가","거래량","변동 %"
"2011- 10- 01","0.39","0.30","0.42","0.27","300.54M","31.30%"
"2011- 09- 01","0.30","0.31","0.36","0.27","353.79M","-3.64%"
"2011- 08- 01","0.31","0.39","0.40","0.27","308.68M","-18.42%"
"2011- 07- 01","0.38","0.42","0.45","0.37","201.59M","-7.93%"
"2011- 06- 01","0.42","0.47","0.47","0.37","200.81M","-11.74%"
"2011- 05- 01","0.47","0.49","0.50","0.44","164.26M","-3.65%"
"2011- 04- 01","0.49","0.44","0.49","0.40","256.77M","11.12%"
"2011- 03- 01","0.44","0.49","0.50","0.39","318.55M","-9.29%"
"2011- 02- 01","0.48","0.47","0.52","0.45","124.65M","6.07%"
"2011- 01- 01","0.46","0.42","0.48","0.41","120.50M","10.10%"
"2010- 12- 01","0.41","0.40","0.44","0.40","163.23M","7.97%"
"2010- 11- 01","0.38","0.35","0.40","0.34","250.94M","11.76%"
"2010- 10- 01","0.34","0.31","0.35","0.29","309.70M","13.40%"
"2010- 09- 01","0.30","0.25","0.31","0.25","378.47M","26.96%"
"2010- 08- 01","0.24","0.31","0.32","0.24","413.59M","-21.65%"
"2010- 07- 01","0.30","0.28","0.35","0.26","449.70M","9.28%"
"2010- 06- 01","0.28","0.33","0.35","0.28","515.62M","-16.06%"
"2010- 05- 01","0.33","0.38","0.40","0.29","819.53M","-12.32%"
"2010- 04- 01","0.38","0.37","0.43","0.36","606.04M","4.81%"
"2010- 03- 01","0.36","0.32","0.38","0.32","516.01M","13.73%"
"2010- 02- 01","0.32","0.28","0.33","0.27","804.25M","14.79%"
"2010- 01- 01","0.28","0.36","0.37","0.27","826.26M","-20.51%"
