"날짜","종가","시가","고가","저가","거래량","변동 %"
"2009- 01- 01","75.24","75.58","81.87","72.40","19.58M","-1.01%"
"2008- 12- 01","76.01","65.11","76.16","63.50","18.26M","14.73%"
"2008- 11- 01","66.25","72.26","73.59","62.50","4.70M","-7.99%"
"2008- 10- 01","72.00","82.33","85.20","63.96","7.83M","-12.20%"
"2008- 09- 01","82.00","92.24","93.14","76.00","2.55M","-11.26%"
"2008- 08- 01","92.40","92.70","93.70","91.36","1.52M","-1.60%"
"2008- 07- 01","93.90","92.43","94.53","90.73","3.07M","-0.11%"
"2008- 06- 01","94.00","97.59","97.98","93.54","1.75M","-4.30%"
"2008- 05- 01","98.22","99.20","100.82","97.54","2.46M","-1.08%"
"2008- 04- 01","99.29","95.88","99.96","95.60","3.53M","2.72%"
"2008- 03- 01","96.66","96.19","96.99","93.30","1.42M","0.29%"
"2008- 02- 01","96.38","98.44","98.50","95.00","1.40M","-2.53%"
"2008- 01- 01","98.88","99.56","100.90","93.30","1.40M","-1.83%"
"2007- 12- 01","100.72","103.00","103.75","99.87","951.92K","-1.26%"
"2007- 11- 01","102.01","102.71","106.00","97.00","727.37K","-1.77%"
"2007- 10- 01","103.85","104.47","105.20","101.85","686.00K","-0.14%"
"2007- 09- 01","104.00","101.97","106.10","100.45","1.19M","2.29%"
"2007- 08- 01","101.67","96.84","101.68","95.26","679.80K","4.51%"
"2007- 07- 01","97.28","101.70","102.27","95.49","409.80K","-4.45%"
"2007- 06- 01","101.81","105.11","105.22","101.81","467.10K","-3.69%"
"2007- 05- 01","105.71","105.27","106.47","105.16","330.60K","0.09%"
