"날짜","종가","시가","고가","저가","거래량","변동 %"
"2003- 09- 01","17.47","18.80","19.61","17.35","12.21M","-6.73%"
"2003- 08- 01","18.73","16.17","18.80","14.95","16.63M","16.34%"
"2003- 07- 01","16.10","14.48","16.73","14.25","5.52M","10.81%"
"2003- 06- 01","14.53","15.40","16.45","14.10","4.88M","-3.97%"
"2003- 05- 01","15.13","13.13","15.22","12.92","4.44M","15.23%"
"2003- 04- 01","13.13","11.67","13.62","11.57","4.84M","12.70%"
"2003- 03- 01","11.65","12.10","13.15","10.97","7.83M","-2.51%"
"2003- 02- 01","11.95","11.00","11.95","10.47","8.79M","8.64%"
"2003- 01- 01","11.00","11.77","13.58","10.57","4.68M","-4.84%"
"2002- 12- 01","11.56","15.95","16.00","11.35","9.49M","-23.29%"
"2002- 11- 01","15.07","12.03","15.60","11.59","4.06M","23.83%"
"2002- 10- 01","12.17","10.07","12.49","8.62","4.14M","23.68%"
"2002- 09- 01","9.84","12.41","13.07","9.69","3.49M","-22.34%"
"2002- 08- 01","12.67","13.70","15.27","11.70","2.46M","-8.19%"
"2002- 07- 01","13.80","16.10","17.18","12.92","2.44M","-13.59%"
"2002- 06- 01","15.97","19.70","19.70","14.80","4.34M","-19.87%"
"2002- 05- 01","19.93","21.43","23.05","18.95","2.22M","-7.30%"
"2002- 04- 01","21.50","23.47","24.69","20.86","4.00M","-9.44%"
"2002- 03- 01","23.74","21.25","25.51","21.25","3.50M","15.41%"
"2002- 02- 01","20.57","22.98","23.35","20.18","1.80M","-10.99%"
"2002- 01- 01","23.11","22.63","25.33","21.30","3.38M","4.24%"
"2001- 12- 01","22.17","22.37","25.47","21.53","1.37M","-1.95%"
"2001- 11- 01","22.61","19.78","24.00","19.78","7.35M","16.49%"
"2001- 10- 01","19.41","15.73","21.18","14.97","424.50K","21.46%"
"2001- 09- 01","15.98","22.87","23.16","14.96","1.03M","-30.37%"
"2001- 08- 01","22.95","25.58","26.65","22.50","303.00K","-6.82%"
