"날짜","종가","시가","고가","저가","거래량","변동 %"
"2022- 05- 01","24.86","22.38","28.14","17.66","1.35B","11.78%"
"2022- 04- 01","22.24","39.07","39.33","21.48","1.10B","-42.65%"
"2022- 03- 01","38.78","40.78","46.00","27.30","993.87M","-5.44%"
"2022- 02- 01","41.01","45.89","52.21","31.55","804.48M","-8.01%"
"2022- 01- 01","44.58","69.05","74.21","33.10","629.79M","-34.45%"
"2021- 12- 01","68.01","67.54","74.07","55.47","356.62M","5.16%"
"2021- 11- 01","64.67","47.79","72.49","47.45","322.48M","35.72%"
"2021- 10- 01","47.65","40.50","47.65","36.47","274.88M","19.01%"
"2021- 09- 01","40.04","47.23","49.53","39.78","245.09M","-13.98%"
"2021- 08- 01","46.55","45.19","49.00","37.14","229.45M","4.87%"
"2021- 07- 01","44.39","44.15","44.79","34.71","257.81M","-0.34%"
