"날짜","종가","시가","고가","저가","거래량","변동 %"
"2021- 03- 01","90.87","81.90","100.39","78.82","53.49M","16.77%"
"2021- 02- 01","77.82","58.43","89.26","57.35","43.55M","36.50%"
"2021- 01- 01","57.01","61.62","73.80","56.15","50.36M","-6.23%"
"2020- 12- 01","60.80","53.72","60.96","52.65","43.81M","18.56%"
"2020- 11- 01","51.28","34.72","55.72","34.06","65.23M","52.57%"
"2020- 10- 01","33.61","34.48","40.89","31.13","66.89M","-0.77%"
"2020- 09- 01","33.87","39.34","42.78","29.67","66.03M","-14.30%"
"2020- 08- 01","39.52","35.36","41.06","34.65","50.67M","13.01%"
"2020- 07- 01","34.97","31.48","36.36","29.19","85.03M","11.76%"
"2020- 06- 01","31.29","32.50","44.76","28.76","162.54M","-3.07%"
"2020- 05- 01","32.28","27.18","34.60","21.21","131.47M","9.98%"
"2020- 04- 01","29.35","20.35","32.32","18.31","167.28M","25.11%"
"2020- 03- 01","23.46","68.00","79.80","14.25","135.95M","-65.17%"
"2020- 02- 01","67.36","94.92","108.13","62.03","19.84M","-27.63%"
"2020- 01- 01","93.08","95.50","102.24","92.04","13.27M","-1.65%"
"2019- 12- 01","94.64","90.40","95.50","83.71","9.46M","5.04%"
"2019- 11- 01","90.10","82.00","90.87","81.91","8.92M","11.30%"
"2019- 10- 01","80.95","78.50","82.85","67.59","15.51M","4.26%"
"2019- 09- 01","77.64","71.31","81.25","70.09","11.82M","7.05%"
"2019- 08- 01","72.53","79.32","80.75","65.66","19.23M","-8.56%"
"2019- 07- 01","79.32","75.91","82.50","74.80","13.41M","7.22%"
"2019- 06- 01","73.98","63.62","75.11","62.39","13.85M","16.19%"
"2019- 05- 01","63.67","74.50","74.80","63.01","22.52M","-14.11%"
"2019- 04- 01","74.13","63.00","74.43","63.00","26.38M","19.84%"
"2019- 03- 01","61.86","64.18","67.14","57.84","31.08M","-1.73%"
"2019- 02- 01","62.95","58.00","64.35","55.99","22.27M","9.10%"
"2019- 01- 01","57.70","42.95","58.60","42.25","41.57M","28.88%"
"2018- 12- 01","44.77","65.32","65.65","36.73","56.82M","-28.76%"
